pdfs/1676632383158_TATA%20IPL%202023%20-%20Match%20Schedule.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
6-MAY-21,07:30 PM,Royal Challengers Bangalore vs Punjab Kings,Ahmedabad,League,
7-MAY-21,07:30 PM,Sunrisers Hyderabad vs Chennai Super Kings,Delhi,League,
8-MAY-21,03:30 PM,Kolkata Knight Riders vs Royal Challengers Bangalore,Ahmedabad,League,
8-MAY-21,07:30 PM,Rajasthan Royals vs Mumbai Indians,Delhi,League,
9-MAY-21,03:30 PM,Chennai Super Kings vs Punjab Kings,Bangalore,League,
9-MAY-21,07:30 PM,Royal Challengers Bangalore vs Sunrisers Hyderabad,Kolkata,League,
10-MAY-21,07:30 PM,Chennai Super Kings vs Kolkata Knight Riders,Bangalore,League,
11-MAY-21,07:30 PM,Delhi Capitals vs Rajasthan Royals,Kolkata,League,
12-MAY-21,07:30 PM,Mumbai Indians vs Kolkata Knight Riders,Bangalore,League,
13-MAY-21,03:30 PM,Mumbai Indians vs Punjab Kings,Bangalore,League,
13-MAY-21,07:30 PM,Sunrisers Hyderabad vs Rajasthan Royals,Kolkata,League,
14-MAY-21,07:30 PM,Royal Challengers Bangalore vs Delhi Capitals,Kolkata,League,
15-MAY-21,07:30 PM,Kolkata Knight Riders vs Punjab Kings,Bangalore,League,
16-MAY-21,03:30 PM,Rajasthan Royals vs Royal Challengers Bangalore,Kolkata,League,
16-MAY-21,07:30 PM,Chennai Super Kings vs Mumbai Indians,Bangalore,League,
17-MAY-21,07:30 PM,Delhi Capitals vs Sunrisers Hyderabad,Kolkata,League,
18-MAY-21,07:30 PM,Kolkata Knight Riders vs Rajasthan Royals,Bangalore,League,
19-MAY-21,07:30 PM,Sunrisers Hyderabad vs Punjab Kings,Bangalore,League,
20-MAY-21,07:30 PM,Royal Challengers Bangalore vs Mumbai Indians,Kolkata,League,
21-MAY-21,03:30 PM,Kolkata Knight Riders vs Sunrisers Hyderabad,Bangalore,League,
21-MAY-21,07:30 PM,Delhi Capitals vs Chennai Super Kings,Kolkata,League,
22-MAY-21,07:30 PM,Punjab Kings vs Rajasthan Royals,Bangalore,League,
23-MAY-21,03:30 PM,Mumbai Indians vs Delhi Capitals,Kolkata,League,
23-MAY-21,07:30 PM,Royal Challengers Bangalore vs Chennai Super Kings,Kolkata,League,
25-MAY-21,07:30 PM,Qualifier 1,Ahmedabad,Qualifier,
26-MAY-21,07:30 PM,Eliminator,Ahmedabad,Qualifier,
28-MAY-21,07:30 PM,Qualifier 2,Ahmedabad,Qualifier,
30-MAY-21,07:30 PM,Final,Ahmedabad,Final,
Winner of season: Chennai Super Kings
2021


